"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"8504","ZFYVE1",0.00581983973448137,-1.06523762580145,0.078,0.039,1
"8505","KDM5B",0.00582084787703192,-0.422304287504731,0.048,0.018,1
"8506","C15H9orf9",0.00582788922542682,4.12529346376861,0.017,0,1
"8507","GLDN",0.00582788922542682,4.34678708652086,0.017,0,1
"8508","ASB2",0.0058278892410257,4.44250805235591,0.017,0,1
"8509","FCHO1",0.0058278892410257,4.57651723942976,0.017,0,1
"8510","FOXRED2",0.0058278892410257,3.98243045482819,0.017,0,1
"8511","LOC102139945",0.0058278892410257,4.24955676925107,0.017,0,1
"8512","LOC102144074",0.0058278892410257,4.06760879855351,0.017,0,1
"8513","LOC102145639",0.0058278892410257,4.31201586535429,0.017,0,1
"8514","MMS22L",0.0058278892410257,4.30157065908855,0.017,0,1
"8515","MTERF2",0.0058278892410257,4.29926322800611,0.017,0,1
"8516","TIMM9",0.0058278892410257,3.50860797311198,0.017,0,1
"8517","TMEM117",0.0058278892410257,3.94105258598229,0.017,0,1
"8518","WDR73",0.0058278892410257,4.13012492884768,0.017,0,1
"8519","ZBTB39",0.0058278892410257,4.45756504461932,0.017,0,1
"8520","SNRPG",0.00583214434459796,-0.390564110868699,0.041,0.014,1
"8521","MFAP1",0.00589091804157028,-1.1900534991676,0.101,0.055,1
"8522","WEE1",0.00589560585940031,1.97959238290732,0.022,0.002,1
"8523","INTS7",0.00590430919008729,1.97959318820457,0.022,0.002,1
"8524","TMEM63B",0.00590866519642463,1.70655335104246,0.022,0.002,1
"8525","ZNF414",0.00591302409898507,1.5996651312622,0.022,0.002,1
"8526","LOC102115098",0.00591738589943997,1.57068657955882,0.022,0.002,1
"8527","IQCB1",0.00592175057445705,1.33441483604515,0.022,0.002,1
"8528","CD22",0.00593267504609938,0.939843823309466,0.022,0.002,1
"8529","CWF19L1",0.00593267504609938,0.785481646646118,0.022,0.002,1
"8530","TMEM150A",0.00593267504609938,0.604191304440822,0.022,0.002,1
"8531","XPO6",0.00595560716280114,-2.06318481119039,0.335,0.307,1
"8532","CENPM",0.00596027392062583,1.42250425783136,0.026,0.005,1
"8533","NCF1",0.00597991554394983,-1.70327049786325,0.321,0.302,1
"8534","ZNF213",0.00599044203037371,-0.431046119809411,0.033,0.009,1
"8535","LOC102132491",0.00602906339266954,0.696786593644256,0.026,0.005,1
"8536","DHTKD1",0.00603516725859753,-0.498191650020845,0.026,0.005,1
"8537","PRKACA",0.00604943126771015,0.12852990225844,0.026,0.005,1
"8538","PAFAH2",0.00605351226257166,0.134498101836455,0.026,0.005,1
"8539","LFNG",0.00608680578058005,-1.88336550203565,0.202,0.22,1
"8540","LOC102121276",0.00610271226655136,4.17733602929667,0.017,0,1
"8541","PSMC3IP",0.00610271226655136,4.06281510719444,0.017,0,1
"8542","DHCR7",0.00610271228289549,4.22239385492709,0.017,0,1
"8543","HYAL3",0.00610271228289549,4.25676338453828,0.017,0,1
"8544","SLC46A2",0.00610271228289549,4.72085158475612,0.017,0,1
"8545","CA5B",0.00611215286095969,2.26238166278139,0.025,0.005,1
"8546","LOC102133757",0.00617680011997614,2.09404812395472,0.021,0.002,1
"8547","C1H1orf159",0.0061859144639165,1.58938138701905,0.021,0.002,1
"8548","POP1",0.0061881949412363,1.61045468088066,0.021,0.002,1
"8549","FIZ1",0.00620189372220016,1.28919269295318,0.021,0.002,1
"8550","PALB2",0.00620189372220016,1.31543799138736,0.021,0.002,1
"8551","LOC102146131",0.00620417950288189,1.21311027256831,0.021,0.002,1
"8552","ZNF175",0.00620875333994632,0.535537472796687,0.021,0.002,1
"8553","ENO2",0.00625410976280834,1.21204500271039,0.025,0.005,1
"8554","TNIP3",0.0063074073664084,0.829924327707066,0.029,0.007,1
"8555","MIIP",0.0063304588713919,-0.122459642437911,0.025,0.005,1
"8556","LOC102125091",0.00639067232915423,3.99250461284384,0.017,0,1
"8557","SGCB",0.00639067232915423,4.23722643594071,0.017,0,1
"8558","TMEM135",0.00639067232915423,3.89560531791409,0.017,0,1
"8559","TRIM3",0.00639067232915423,4.21511774520133,0.017,0,1
"8560","COL5A1",0.00639067234627999,4.34176341759127,0.017,0,1
"8561","COMP",0.00639067234627999,3.93287490752256,0.017,0,1
"8562","LOC102118475",0.00639067234627999,3.60413791941997,0.017,0,1
"8563","PFKM",0.00639067234627999,4.28036305214611,0.017,0,1
"8564","PUSL1",0.00639067234627999,4.53875195285205,0.017,0,1
"8565","HERC3",0.00640264401787184,-1.17211466451896,0.132,0.078,1
"8566","PLCG1",0.00648344254455646,1.29893499359526,0.021,0.002,1
"8567","LOC102133916",0.00648822132369774,1.42961453770368,0.021,0.002,1
"8568","SNX7",0.00649061190806628,1.16207390857863,0.021,0.002,1
"8569","LOC102131389",0.00649539542656099,1.03954193213346,0.021,0.002,1
"8570","RUNDC1",0.00649778837479408,0.74597985351453,0.021,0.002,1
"8571","BBC3",0.00652710927950044,1.56831899704423,0.025,0.005,1
"8572","MAP1S",0.00658452465799782,0.270923447921239,0.025,0.005,1
"8573","SASH3",0.0066174069770368,-1.17347705439254,0.195,0.121,1
"8574","EZH1",0.0066500824117451,-0.630845862572973,0.05,0.021,1
"8575","RARRES3",0.00668954011561273,-0.570850696985183,0.496,0.32,1
"8576","TRAPPC6B",0.00669000568274663,-0.932380558351933,0.029,0.007,1
"8577","LOC102135323",0.00669241112185861,4.35163158450657,0.017,0,1
"8578","JAK3",0.0066924111398042,4.34093818606265,0.017,0,1
"8579","METTL18",0.0066924111398042,4.12624529497011,0.017,0,1
"8580","ACSM3",0.00669241115774979,4.03640042809229,0.017,0,1
"8581","FBXO27",0.00669241115774979,4.25821307734145,0.017,0,1
"8582","LOC102118498",0.00669241115774979,3.55630478998819,0.017,0,1
"8583","LOC102146522",0.00669241115774979,4.20505214668427,0.017,0,1
"8584","PTS",0.00669241115774979,4.02612713629661,0.017,0,1
"8585","UCN",0.00669241115774979,4.03681713592462,0.017,0,1
"8586","WDR19",0.00669241115774979,3.9095720436017,0.017,0,1
"8587","CSPP1",0.0067027263384741,-0.352910043992551,0.054,0.023,1
"8588","GPSM3",0.00673601513518861,-1.31764291682335,0.2,0.124,1
"8589","ARFIP2",0.00674810399822972,0.260225270427914,0.025,0.005,1
"8590","MAD2L1BP",0.00675114733112891,-0.621020467399511,0.036,0.011,1
"8591","ZNF319",0.00676542281723416,2.17631552469457,0.021,0.002,1
"8592","CAPS",0.00679789318417082,1.00242820500341,0.021,0.002,1
"8593","GAB2",0.0068010130015307,-1.36106331381671,0.142,0.085,1
"8594","CLEC9A",0.00681566964862782,1.64183616089653,0.036,0.011,1
"8595","LCLAT1",0.00685576707521441,1.09404347698262,0.025,0.005,1
"8596","ZNF382",0.00688581745859124,0.504713759627674,0.025,0.005,1
"8597","SLC35C1",0.00688813390867109,0.518549478753907,0.025,0.005,1
"8598","TNFSF15",0.00688813392073845,0.717485991619485,0.025,0.005,1
"8599","GATA2",0.00689740675990301,0.362999275724179,0.025,0.005,1
"8600","REPS2",0.00694322736443974,-0.705451668270928,0.047,0.018,1
"8601","LOC107127548",0.00694363855266505,3.26854694281395,0.021,0.002,1
"8602","NEURL4",0.00697225259971755,-0.134660709784273,0.029,0.007,1
"8603","ARHGEF9",0.00698315699734553,-0.579507426003194,0.029,0.007,1
"8604","BARD1",0.00699660374105111,-0.210114580084449,0.04,0.014,1
"8605","BTF3",0.00700860285776617,4.80654962071065,0.016,0,1
"8606","LOC102125424",0.00700860285776617,4.14706723949597,0.016,0,1
"8607","LOC102126643",0.00700860285776617,3.95978956460946,0.016,0,1
"8608","RPL24",0.00700860285776617,4.35391108128035,0.016,0,1
"8609","CBLL1",0.00704488025207449,-0.695924276246715,0.047,0.018,1
"8610","IER5",0.00705104138884275,-2.07187026480013,0.187,0.206,1
"8611","HINFP",0.00706623912702516,-0.212416459201113,0.033,0.009,1
"8612","RNF145",0.00707300677484525,-1.23434577616842,0.23,0.144,1
"8613","C12H2orf76",0.00709016743154994,-0.566113060794169,0.033,0.009,1
"8614","MFSD2A",0.00709629531803343,1.82911556501443,0.021,0.002,1
"8615","SCAMP4",0.00711198729027946,1.09632754353083,0.021,0.002,1
"8616","EPDR1",0.00711460563315262,1.07587806557265,0.021,0.002,1
"8617","MTFMT",0.00711460566298651,0.903549832056763,0.021,0.002,1
"8618","LOC102128245",0.00713895551579983,-0.957790876083068,0.357,0.227,1
"8619","C11H12orf29",0.00714785109009614,1.44759811737138,0.025,0.005,1
"8620","LOC107126719",0.00718510273705311,0.732001166679332,0.029,0.007,1
"8621","IL16",0.00720512291593762,-1.07120381021139,0.119,0.069,1
"8622","CMC1",0.00721623627204929,-0.469581672903657,0.032,0.009,1
"8623","IPPK",0.00722271322053994,0.180369684053744,0.025,0.005,1
"8624","LOC101867194",0.00723485345450987,-0.125961725706819,0.025,0.005,1
"8625","PLEKHO2",0.007281299467646,-1.32491779079903,0.08,0.041,1
"8626","NFYB",0.00731233177934329,0.115437467460745,0.032,0.009,1
"8627","ZNF165",0.00731883344170298,-0.339392101404461,0.036,0.011,1
"8628","NFE2",0.00731924757656211,-2.85026882412936,0.006,0.016,1
"8629","SFRP4",0.00733995570254521,4.03919668641132,0.016,0,1
"8630","USP31",0.00733995570254521,3.61574758682557,0.016,0,1
"8631","DARS2",0.00733995572225292,3.72732099013146,0.016,0,1
"8632","EPHA2",0.00733995572225292,4.60312109353762,0.016,0,1
"8633","GTF2H4",0.00733995572225292,4.01381282464912,0.016,0,1
"8634","LOC101926250",0.00733995572225292,3.65409717489067,0.016,0,1
"8635","LOC102138632",0.00733995572225292,4.03758458721867,0.016,0,1
"8636","LOC107130500",0.00733995572225292,4.12511120635546,0.016,0,1
"8637","MRM1",0.00733995572225292,3.84039733470955,0.016,0,1
"8638","TMEM121",0.00733995572225292,4.18104829716701,0.016,0,1
"8639","TRIM72",0.00733995572225292,4.32540445201084,0.016,0,1
"8640","NBR1",0.00737767144111766,-1.04322698313969,0.264,0.167,1
"8641","LOC102134025",0.00740088336672712,-0.476063320426702,0.032,0.009,1
"8642","FAM171B",0.00744347116218669,0.963727355121676,0.021,0.002,1
"8643","MAGED1",0.00744621059495189,0.717475136783377,0.021,0.002,1
"8644","TRAF3IP2",0.00745169212653786,0.6377818861201,0.021,0.002,1
"8645","HAUS5",0.00748002300782378,1.23112841830508,0.025,0.005,1
"8646","LOC102122469",0.00752000531480803,-0.197132809406059,0.036,0.011,1
"8647","ITPR3",0.00752537242228995,0.679401809839066,0.025,0.005,1
"8648","RUNX2",0.00753278113737821,0.591750811034242,0.029,0.007,1
"8649","LOC102141470",0.00755067294017042,0.102789957936351,0.025,0.005,1
"8650","PPP1R12B",0.00756081447800813,-0.369485741627266,0.025,0.005,1
"8651","CHD7",0.00760375312257556,-2.48019160143923,0.086,0.114,1
"8652","ACVR2A",0.00768721396184168,4.23900048134388,0.016,0,1
"8653","MED18",0.00768721396184168,4.22300381654504,0.016,0,1
"8654","RNLS",0.00768721396184168,4.13257148230459,0.016,0,1
"8655","CAPN12",0.00768721398249597,4.07132699450633,0.016,0,1
"8656","CBX1",0.00768721398249597,4.36604363738677,0.016,0,1
"8657","MORN4",0.00768721398249597,3.91194616401962,0.016,0,1
"8658","PHGDH",0.00768721398249597,4.58174405061196,0.016,0,1
"8659","PNPLA4",0.00768721398249597,3.88670599035363,0.016,0,1
"8660","RSAD1",0.00768721398249597,4.08863717398724,0.016,0,1
"8661","THAP6",0.00768721398249597,4.17890125968431,0.016,0,1
"8662","TTLL12",0.00768721398249597,3.92055437895829,0.016,0,1
"8663","WDR76",0.00768721398249597,4.01288908767756,0.016,0,1
"8664","RAMP1",0.00771635056163709,2.40466673792536,0.028,0.007,1
"8665","CDADC1",0.00773384105857428,0.247282895719959,0.028,0.007,1
"8666","IPCEF1",0.00773724070609438,-0.589631952916897,0.076,0.039,1
"8667","LYST",0.00774883764051277,-1.05006261075422,0.296,0.188,1
"8668","TRIM24",0.007756763684424,-1.11077590460842,0.112,0.064,1
"8669","KIAA0753",0.00776498705229489,-1.16878389278684,0.039,0.014,1
"8670","MUTYH",0.00777909768026475,1.29401026329915,0.02,0.002,1
"8671","LOC102138098",0.0077876875330736,0.84109797300036,0.02,0.002,1
"8672","TLR3",0.0077876875330736,1.06000687735148,0.02,0.002,1
"8673","RASL11A",0.00779628588337968,0.46415468682703,0.02,0.002,1
"8674","ZDBF2",0.00779628588337968,1.19368118033124,0.02,0.002,1
"8675","TLR6",0.00779822963737384,-2.57258744009907,0.143,0.167,1
"8676","TRAF5",0.0077991538897285,0.30298555663536,0.02,0.002,1
"8677","MIER1",0.00786544011739638,-1.05535577159277,0.334,0.211,1
"8678","CHEK2",0.0078908972276875,-0.330570549304891,0.024,0.005,1
"8679","LOC102133623",0.00790413447959034,0.109435072696272,0.024,0.005,1
"8680","ERMAP",0.00794064506960717,3.35528162490116,0.02,0.002,1
"8681","NOXA1",0.00794064508627312,3.62896359011167,0.02,0.002,1
"8682","C3H7orf60",0.00794237545532066,-0.629138671757096,0.046,0.018,1
"8683","NBEAL2",0.00799633596142264,-2.44489220163316,0.06,0.087,1
"8684","LOC102115335",0.0080511597062774,4.14200341710583,0.016,0,1
"8685","LOC102126287",0.00805115972792463,4.27565515951136,0.016,0,1
"8686","COQ7",0.00805115974957185,3.89385284080018,0.016,0,1
"8687","LOC102119092",0.00805115974957185,4.38159340403366,0.016,0,1
"8688","LOC102134276",0.00805115974957185,3.79738576346474,0.016,0,1
"8689","NUDCD2",0.00805115974957185,3.89038238066267,0.016,0,1
"8690","ZFAT",0.00805115974957185,4.13537310260787,0.016,0,1
"8691","LOC102138601",0.00809789421901093,0.136362449397616,0.028,0.007,1
"8692","LOC107128460",0.00812404415410684,1.82929748418989,0.02,0.002,1
"8693","GFM2",0.00814798266753704,0.730901406201822,0.02,0.002,1
"8694","RNF149",0.00814995100541734,-1.26075930493456,0.542,0.426,1
"8695","ZNF212",0.00815097943365264,1.05252946296381,0.02,0.002,1
"8696","FBXL6",0.00815997556688609,0.66280360379523,0.02,0.002,1
"8697","RAB40C",0.00815997556688609,0.170186998576606,0.02,0.002,1
"8698","TNFRSF4",0.00815997558390427,0.947456728579956,0.02,0.002,1
"8699","LOC107128237",0.00816297629758057,0.501575877097745,0.02,0.002,1
"8700","HLX",0.00821501684887422,-0.719512492047097,0.072,0.037,1
"8701","BUB1",0.00825753283301988,0.158568048100672,0.024,0.005,1
"8702","FAN1",0.00826306498154228,-0.266850814258107,0.024,0.005,1
"8703","RBBP4",0.00826306501012194,-0.186843270199298,0.024,0.005,1
"8704","CHIC2",0.00826607147150261,-1.12803335359889,0.073,0.037,1
"8705","LOC107129420",0.00831483813128825,-3.34057950489104,0.004,0.014,1
"8706","AKNA",0.00833878618976275,-0.978073332022442,0.159,0.098,1
"8707","LSP1",0.00835901976096367,-0.631937446290245,0.256,0.167,1
"8708","ZNF623",0.00840119561192792,-0.748628007651253,0.032,0.009,1
"8709","BCL9",0.00843261502726299,4.49517860463218,0.016,0,1
"8710","IGF1",0.00843261502726299,5.23380115527976,0.016,0,1
"8711","CCDC79",0.00843261504995221,4.30459549246041,0.016,0,1
"8712","CEND1",0.00843261504995221,4.44160913100499,0.016,0,1
"8713","EEF2KMT",0.00843261504995221,4.07466418707864,0.016,0,1
"8714","FUNDC1",0.00843261504995221,3.64575011176283,0.016,0,1
"8715","GSTT2",0.00843261504995221,3.67954725610716,0.016,0,1
"8716","LOC102139028",0.00843261504995221,4.0854478953403,0.016,0,1
"8717","MTHFSD",0.00843261504995221,4.09060763747626,0.016,0,1
"8718","NOL3",0.00843261504995221,3.83699631733317,0.016,0,1
"8719","PCED1B",0.00843261504995221,4.16923890575787,0.016,0,1
"8720","TJP2",0.00843261504995221,4.31375043621542,0.016,0,1
"8721","YBEY",0.00843261504995221,4.03725186126664,0.016,0,1
"8722","DPEP2",0.00846658711159417,-1.09250100748933,0.079,0.041,1
"8723","SDHC",0.008528254361877,1.20104833870554,0.02,0.002,1
"8724","LOC102142492",0.00853138981324537,1.32035241148751,0.02,0.002,1
"8725","LIPM",0.00854080235244766,0.49837836145517,0.02,0.002,1
"8726","LOC102138332",0.00854080237022813,0.939998200368758,0.02,0.002,1
"8727","FOXO4",0.00854660610694155,-0.692103198622628,0.046,0.018,1
"8728","SH2B2",0.0085503977657831,0.796174024262151,0.028,0.007,1
"8729","CNOT11",0.00857255136159941,-0.129444354632167,0.035,0.011,1
"8730","P2RY10",0.00859007607881472,1.41218237030157,0.031,0.009,1
"8731","LOC102131664",0.00859866905600156,-0.406952375739127,0.035,0.011,1
"8732","IL1RL1",0.00864818344254628,-4.02565590777923,0.003,0.011,1
"8733","PARD3",0.00867341861038732,-0.944854494456254,0.028,0.007,1
"8734","C1GALT1C1",0.00875615281866576,-1.36299190387547,0.089,0.048,1
"8735","KIF13A",0.00876998940744311,-1.43171794407635,0.137,0.082,1
"8736","TBC1D10C",0.0087841660367447,0.149383217674204,0.049,0.021,1
"8737","ZNF197",0.00883244395562414,3.92236952961484,0.015,0,1
"8738","C20H16orf46",0.00883244397940685,3.95796527166064,0.015,0,1
"8739","DYNC2LI1",0.00883244397940685,3.70407612829719,0.015,0,1
"8740","ENKD1",0.00883244397940685,3.99652024730477,0.015,0,1
"8741","LOC102126330",0.00883244397940685,3.75781761105547,0.015,0,1
"8742","LOC102141534",0.00883244397940685,3.96993502501329,0.015,0,1
"8743","NSUN6",0.00883244397940685,4.10627767655166,0.015,0,1
"8744","PRR11",0.00883244397940685,4.15480360552056,0.015,0,1
"8745","SPATA7",0.00883244397940685,4.06038244383446,0.015,0,1
"8746","TACR2",0.00883244397940685,3.56225555830773,0.015,0,1
"8747","TK1",0.00883244397940685,4.13847078952596,0.015,0,1
"8748","ZC2HC1A",0.00883244397940685,3.931974395701,0.015,0,1
"8749","ZNF823",0.00883244397940685,3.8554969678027,0.015,0,1
"8750","LOC102146822",0.00885911446157228,-1.12853827733096,0.324,0.204,1
"8751","IDNK",0.0088937107484918,2.07023134919763,0.02,0.002,1
"8752","PMS2",0.0089166224364605,1.56823142775286,0.02,0.002,1
"8753","METTL25",0.00892973848635669,0.885312553157137,0.02,0.002,1
"8754","PMEL",0.00893302017154851,0.784511942530579,0.02,0.002,1
"8755","LOC107130043",0.00893302019011493,0.925798069277184,0.02,0.002,1
"8756","CSGALNACT1",0.00896630325887446,0.359141299622888,0.028,0.007,1
"8757","HOMER1",0.0089944925637081,0.543355877926009,0.024,0.005,1
"8758","MED9",0.00902762241725824,-0.280287492789021,0.024,0.005,1
"8759","FAM200A",0.00919610698021578,-0.347933526244944,0.065,0.032,1
"8760","ZBTB48",0.00921417381340142,-0.982386635789983,0.059,0.027,1
"8761","ERO1B",0.00924205859713527,-0.992527390823595,0.065,0.032,1
"8762","ARHGEF19",0.00925155498285254,4.00494246183643,0.015,0,1
"8763","COL7A1",0.00925155498285254,4.24695629533626,0.015,0,1
"8764","GEMIN4",0.00925155498285254,3.75709910780364,0.015,0,1
"8765","L3HYPDH",0.00925155498285254,3.73695608623131,0.015,0,1
"8766","LOC102127500",0.00925155498285254,3.9454267428198,0.015,0,1
"8767","RWDD3",0.00925155498285254,4.19173631698194,0.015,0,1
"8768","TTC8",0.00925155498285254,3.54491325506507,0.015,0,1
"8769","ZNF354B",0.00925155498285254,3.79120746723097,0.015,0,1
"8770","ZNF584",0.00925155498285254,3.81045930724876,0.015,0,1
"8771","LOC102141588",0.0092648132223421,2.32690152373766,0.02,0.002,1
"8772","SLC10A7",0.00931603262842469,1.86579018496877,0.02,0.002,1
"8773","PBX2",0.0093392448984044,-1.14332182756863,0.129,0.078,1
"8774","C16H17orf75",0.00934688540290994,1.08055734552336,0.02,0.002,1
"8775","DOLPP1",0.00935375392290878,0.899252992125606,0.02,0.002,1
"8776","LOC107126379",0.00935718988093768,0.671619168486823,0.02,0.002,1
"8777","LOC102132156",0.00935718990034615,0.765331573551272,0.02,0.002,1
"8778","TTBK2",0.00936991947331571,0.395831273043489,0.031,0.009,1
"8779","NCF2",0.00938851046253509,-1.19817082561009,0.572,0.444,1
"8780","NEDD4",0.0094021909512581,-1.24888097976846,0.049,0.021,1
"8781","TRIM35",0.00943718480694816,-0.510787477791997,0.028,0.007,1
"8782","ALPK1",0.00967912337164844,-1.44239558257274,0.18,0.112,1
"8783","HYLS1",0.00969090324221957,3.75678440650722,0.015,0,1
"8784","LOC102140962",0.00969090324221957,3.3469024619863,0.015,0,1
"8785","MZF1",0.00969090324221957,3.64568924653858,0.015,0,1
"8786","ZNF275",0.00969090324221957,3.75769387801558,0.015,0,1
"8787","CDCA8",0.00969090326835437,3.76764163140994,0.015,0,1
"8788","COQ3",0.00969090326835437,3.68510223084865,0.015,0,1
"8789","EML2",0.00969090326835437,3.86813022810266,0.015,0,1
"8790","FXN",0.00969090326835437,4.01744023408567,0.015,0,1
"8791","LOC102124340",0.00969090326835437,4.09005393118006,0.015,0,1
"8792","LOC102134374",0.00969090326835437,4.10841252233434,0.015,0,1
"8793","LOC102136641",0.00969090326835437,3.94063185983784,0.015,0,1
"8794","LOC102137571",0.00969090326835437,3.86568448055958,0.015,0,1
"8795","MAP9",0.00969090326835437,4.23232394746658,0.015,0,1
"8796","OXSM",0.00969090326835437,4.08904165327551,0.015,0,1
"8797","POFUT1",0.00969090326835437,3.6244797866748,0.015,0,1
"8798","PPP1R1A",0.00969090326835437,3.89792903070279,0.015,0,1
"8799","SLC52A1",0.00969090326835437,3.9541168084387,0.015,0,1
"8800","ALKBH1",0.0097442894180493,1.79927144779565,0.02,0.002,1
"8801","LOC102142031",0.00976937337475801,1.39982397370036,0.02,0.002,1
"8802","PPIA",0.00978732566817083,0.831580485313864,0.02,0.002,1
"8803","LOC102146393",0.0097909196162227,0.624235869573034,0.02,0.002,1
"8804","ZNF777",0.00979091967703766,0.8580240079228,0.02,0.002,1
"8805","LOC107131066",0.00979451484168983,0.741535324229829,0.02,0.002,1
"8806","MSANTD3",0.00979451484168983,0.662267882808349,0.02,0.002,1
"8807","TYW3",0.00979451484168983,0.443449070564868,0.02,0.002,1
"8808","BCL3",0.00981073860877746,-1.63246040547796,0.333,0.311,1
"8809","SIRT6",0.00985597724426059,-0.291535112081189,0.027,0.007,1
"8810","POLB",0.00986500219232109,-1.18569235843787,0.081,0.043,1
"8811","RAB24",0.0100024850082397,-1.34490262246624,0.159,0.098,1
"8812","STK40",0.0100273347531322,-1.06378647976042,0.087,0.048,1
"8813","XAF1",0.010070447891201,-2.26914384949999,0.13,0.156,1
"8814","HDAC7",0.0100962625494164,-0.673228184924175,0.042,0.016,1
"8815","PDDC1",0.0101514933367008,3.99296417744123,0.015,0,1
"8816","B4GALT2",0.0101514933640999,3.9163299149394,0.015,0,1
"8817","BIRC5",0.0101514933640999,4.37819829313616,0.015,0,1
"8818","C9H10orf2",0.0101514933640999,3.755013402526,0.015,0,1
"8819","CRACR2B",0.0101514933640999,4.27031872731156,0.015,0,1
"8820","HES6",0.0101514933640999,4.0230689391467,0.015,0,1
"8821","HSD17B6",0.0101514933640999,3.96330903916065,0.015,0,1
"8822","LOC102140106",0.0101514933640999,4.64367143872666,0.015,0,1
"8823","LOC107127175",0.0101514933640999,4.12032878708175,0.015,0,1
"8824","SMIM8",0.0101514933640999,3.84979645899857,0.015,0,1
"8825","TM4SF19",0.0101514933640999,4.49006716067469,0.015,0,1
"8826","ZNF347",0.0101514933640999,4.18337311155486,0.015,0,1
"8827","TAF12",0.0102000658515351,-1.51741282914216,0.123,0.073,1
"8828","CD82",0.0102055757330835,-2.00833100310089,0.175,0.195,1
"8829","ZC4H2",0.010211196967391,1.56260837133147,0.019,0.002,1
"8830","LIN52",0.010228972901518,0.39786230837028,0.023,0.005,1
"8831","LOC107127386",0.0102374695207479,1.4504070452355,0.019,0.002,1
"8832","MYO7A",0.0102525094095472,0.783156082275317,0.019,0.002,1
"8833","GABPB2",0.0102562724322738,0.447027004757173,0.019,0.002,1
"8834","DCAF4",0.0102562724534645,0.278777877439004,0.019,0.002,1
"8835","KIAA1328",0.0102562724534645,0.60385361557893,0.019,0.002,1
"8836","IGFBP6",0.0102631267300857,1.10354254241235,0.023,0.005,1
"8837","DUS2",0.0102837038562647,-0.167635720138314,0.027,0.007,1
"8838","C15H9orf3",0.0102870947686404,0.558315038083324,0.023,0.005,1
"8839","LOC102119346",0.0103145478237655,-0.155190979786624,0.023,0.005,1
"8840","LOC101865762",0.0103179840165571,-0.26270495163094,0.023,0.005,1
"8841","COL9A2",0.0103780811370612,-2.7115564681982,0.019,0.037,1
"8842","LRIF1",0.0104783200388122,-1.02502289889463,0.097,0.055,1
"8843","RNF215",0.0105214381389602,3.05717228882836,0.019,0.002,1
"8844","SRCAP",0.0105592586382991,-0.508977387937314,0.041,0.016,1
"8845","BCL7A",0.0106343818278318,4.12788391958169,0.015,0,1
"8846","KIF11",0.0106343818278318,4.2727361009574,0.015,0,1
"8847","LOC102119982",0.0106343818278318,3.71356146231971,0.015,0,1
"8848","LOC102124453",0.0106343818278318,3.7034323565095,0.015,0,1
"8849","LOC102125263",0.0106343818278318,4.03932467755669,0.015,0,1
"8850","LYRM9",0.0106343818278318,4.19645318736039,0.015,0,1
"8851","MAGIX",0.0106343818278318,3.87077368751098,0.015,0,1
"8852","SKI",0.0106343818278318,3.86913267065886,0.015,0,1
"8853","THAP10",0.0106343818278318,3.80490995966831,0.015,0,1
"8854","TXNRD3",0.0106343818278318,3.43562774723473,0.015,0,1
"8855","KLRD1",0.0106771771342686,1.96464535007742,0.019,0.002,1
"8856","THBS3",0.0106810967360045,1.89894112893105,0.019,0.002,1
"8857","MTMR9",0.0107242968966821,0.846486557686291,0.019,0.002,1
"8858","PEX13",0.0107271848743074,-0.42128089040482,0.031,0.009,1
"8859","LLGL1",0.0107282318526737,0.656788380316334,0.019,0.002,1
"8860","PSMD5",0.0107321681365846,0.132734916891222,0.019,0.002,1
"8861","RAI1",0.0107321681365846,0.924883397625509,0.019,0.002,1
"8862","NSUN4",0.010780204328716,0.852737342895959,0.031,0.009,1
"8863","APOBEC3H",0.0108391668573402,-1.09830951822732,0.061,0.03,1
"8864","ZNF366",0.0109857242961753,3.3728131598853,0.019,0.002,1
"8865","LOC102135846",0.0110408709480799,1.65982991393467,0.03,0.009,1
"8866","LOC107127325",0.011112993045229,1.55490961478373,0.023,0.005,1
"8867","LOC107128396",0.0111406800888235,3.83851488071868,0.015,0,1
"8868","ABCG2",0.0111406801189435,4.00093345623519,0.015,0,1
"8869","C14H11orf52",0.0111406801189435,3.56517029159577,0.015,0,1
"8870","LOC102144243",0.0111406801189435,4.02396984191041,0.015,0,1
"8871","OTUB2",0.0111406801189435,3.74033070789623,0.015,0,1
"8872","PXMP4",0.0111406801189435,3.82626261436533,0.015,0,1
"8873","TUT1",0.0111406801189435,3.9797536140765,0.015,0,1
"8874","UNG",0.0111406801189435,3.89231456945728,0.015,0,1
"8875","STK39",0.0111705651024764,-0.28301262296761,0.031,0.009,1
"8876","ZNF18",0.0112091092774468,-0.119223389698156,0.027,0.007,1
"8877","DIO1",0.0112345347336918,0.594356522014682,0.019,0.002,1
"8878","LOC102122149",0.0112386549506332,-0.262233458417481,0.019,0.002,1
"8879","CACTIN",0.0112693339122609,-0.141198661823786,0.023,0.005,1
"8880","STXBP6",0.011430214069834,1.47884730691175,0.023,0.005,1
"8881","PHLPP1",0.0114956913269538,-1.19889457201598,0.034,0.011,1
"8882","CPA3",0.0116079281374713,0.337397705948115,0.044,0.018,1
"8883","LOC102131552",0.0116413463132825,0.786313154558371,0.023,0.005,1
"8884","AMDHD1",0.0116715575810691,4.35433830802073,0.014,0,1
"8885","AWAT2",0.0116715575810691,5.36784430674934,0.014,0,1
