"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2579","GALM",2.80846091159431e-15,2.41936807042275,0.141,0.007,6.97059998257707e-11
"2580","UBE2N",2.81963927644225e-15,1.15160290480557,0.171,0.023,6.99834468412965e-11
"2581","PHLDA1",2.82205103638417e-15,3.9162230679696,0.136,0.005,7.00433067230551e-11
"2582","CCND1",2.85384726536593e-15,1.4982135601609,0.178,0.027,7.08324891263825e-11
"2583","KIF3B",2.85460819488378e-15,0.655741514571112,0.184,0.03,7.08513753970153e-11
"2584","PNN",2.86895003931547e-15,1.95027255180542,0.153,0.014,7.120733997581e-11
"2585","KLF7",2.88975338351575e-15,0.874173590542466,0.18,0.027,7.17236789788609e-11
"2586","MRPL13",2.96022977493685e-15,2.06145310729015,0.145,0.009,7.34729030139326e-11
"2587","FIG4",3.06845178917857e-15,1.82660410987499,0.14,0.007,7.61589734074122e-11
"2588","MRPL41",3.12949288486588e-15,1.37556398738653,0.166,0.021,7.76740134023711e-11
"2589","MARCKSL1",3.13020559909147e-15,1.46830052397113,0.201,0.041,7.76917029694504e-11
"2590","SECTM1",3.15260362113499e-15,-1.66482487816803,0.477,0.497,7.82476218765705e-11
"2591","RCAN1",3.15656326845904e-15,3.11830827696939,0.136,0.005,7.83459003231532e-11
"2592","PDE4A",3.16171969868314e-15,2.94138706880459,0.136,0.005,7.84738829213156e-11
"2593","ITPR1",3.20955193889187e-15,1.77095468875566,0.157,0.016,7.96610791232962e-11
"2594","RING1",3.22931675867021e-15,1.42957239294846,0.158,0.016,8.01516419501947e-11
"2595","CCDC93",3.25403637374797e-15,1.25447559551935,0.153,0.014,8.07651827964245e-11
"2596","UBE2Z",3.44298662764658e-15,0.481835697322902,0.211,0.046,8.54549280981881e-11
"2597","GBAS",3.60680317999049e-15,1.33415242578081,0.162,0.018,8.95208549273638e-11
"2598","SSR3",3.67684825350415e-15,1.89422589477856,0.144,0.009,9.12593736519731e-11
"2599","WDFY4",3.71116987494216e-15,0.118752257426525,0.29,0.092,9.21112362960645e-11
"2600","RNF20",3.78183844987172e-15,1.25880093950694,0.173,0.025,9.38652303258162e-11
"2601","ZNF451",3.79572882992511e-15,1.80054950492719,0.148,0.011,9.42099895587412e-11
"2602","REL",3.8004739188034e-15,0.145319691130161,0.359,0.133,9.43277626647004e-11
"2603","PLPP5",3.84756173108381e-15,0.996445920522234,0.191,0.034,9.54964821655001e-11
"2604","TSC22D2",3.85225544547713e-15,0.886524228836652,0.178,0.027,9.56129801567424e-11
"2605","DIABLO",3.86125445241943e-15,-0.124607842419935,0.276,0.082,9.58363355090502e-11
"2606","CDC16",3.8926177823381e-15,0.709172468014348,0.166,0.021,9.66147733576317e-11
"2607","LOC102131982",3.93351471984184e-15,2.69739233831109,0.135,0.005,9.76298353464744e-11
"2608","ZNRF1",3.94056640830408e-15,1.79547975846407,0.153,0.014,9.78048582541073e-11
"2609","SHARPIN",4.00501430794491e-15,1.77706355185901,0.152,0.014,9.94044551231928e-11
"2610","ST13",4.00798880684179e-15,1.35091619909647,0.153,0.014,9.94782821858133e-11
"2611","ARHGAP35",4.0209772366802e-15,2.57776224574979,0.139,0.007,9.98006550144025e-11
"2612","RPS6KB2",4.07753503132566e-15,0.853591689586055,0.182,0.03,1.01204419477503e-10
"2613","KLHDC4",4.19860214882625e-15,0.970588302053173,0.161,0.018,1.04209305333867e-10
"2614","ODF3B",4.23052865417203e-15,0.351343497161115,0.251,0.069,1.0500172119655e-10
"2615","CISH",4.26424321213127e-15,-3.53869063191302,0.04,0.117,1.05838516525098e-10
"2616","CHTF8",4.37815679542699e-15,0.529615981465639,0.194,0.037,1.08665851662498e-10
"2617","SRPRB",4.39102922662367e-15,2.39623601539771,0.143,0.009,1.08985345404799e-10
"2618","RWDD1",4.42498192627035e-15,1.34251866455108,0.173,0.025,1.0982805141003e-10
"2619","IGSF8",4.42645805936545e-15,4.71355859059073,0.13,0.002,1.09864689033451e-10
"2620","RRP7A",4.45296994157928e-15,2.73758066657689,0.139,0.007,1.10522713949998e-10
"2621","TBCB",4.48246074832561e-15,7.15963954035367,0.125,0,1.11254675773442e-10
"2622","MAPRE2",4.50422009745831e-15,1.02900519457296,0.177,0.027,1.11794742818915e-10
"2623","SPATA6",4.58502553607376e-15,2.23969653499259,0.143,0.009,1.13800333805351e-10
"2624","GMPPA",4.61765000337673e-15,3.4916578769544,0.138,0.007,1.1461007308381e-10
"2625","RRP1",4.63527993447629e-15,1.37445077014922,0.157,0.016,1.15047647973701e-10
"2626","MGST2",4.68061097539489e-15,2.22241245656403,0.152,0.014,1.16172764409301e-10
"2627","FAM175B",4.77537887950167e-15,0.797370931058036,0.165,0.021,1.18524903789231e-10
"2628","CCR1",4.85191099537805e-15,-0.558356166706367,0.345,0.121,1.20424430905283e-10
"2629","LOC102123032",4.85356991896925e-15,1.46502833679615,0.156,0.016,1.20465605388817e-10
"2630","SPIN1",4.90972865696353e-15,1.95051079422291,0.143,0.009,1.21859465265835e-10
"2631","MRPL55",5.11083667554065e-15,2.87746251590212,0.134,0.005,1.26850966286919e-10
"2632","RTCA",5.11388170067195e-15,3.14280070295986,0.129,0.002,1.26926543810678e-10
"2633","USP10",5.14475350233155e-15,0.974349776276734,0.168,0.023,1.27692781927869e-10
"2634","U2SURP",5.20789517950025e-15,-0.125196412151665,0.284,0.087,1.29259958355196e-10
"2635","S100A2",5.25775470391712e-15,2.40220041359145,0.147,0.011,1.30497471751223e-10
"2636","NDUFV3",5.40849264998705e-15,0.555218311896138,0.225,0.055,1.34238787572679e-10
"2637","HAT1",5.49446608146922e-15,1.50102374863498,0.159,0.018,1.36372648142066e-10
"2638","PCF11",5.5045795802588e-15,-0.206158042880474,0.373,0.137,1.36623665182024e-10
"2639","LAMB2",5.56829731291826e-15,3.08127971563217,0.134,0.005,1.38205139306631e-10
"2640","LOC102124550",5.67234177245742e-15,-0.170525493153384,0.405,0.156,1.40787522792393e-10
"2641","CLCN4",5.71322301944508e-15,1.48116378941722,0.147,0.011,1.41802195342627e-10
"2642","SMIM20",5.76021352346397e-15,3.06954482358727,0.133,0.005,1.42968499652376e-10
"2643","RBM10",5.86323783773448e-15,0.749475746632496,0.169,0.023,1.4552556313257e-10
"2644","ACLY",5.92996673471149e-15,0.415240091507597,0.23,0.057,1.47181774355539e-10
"2645","RNPS1",6.00703313915981e-15,1.34902331961731,0.163,0.021,1.49094562513947e-10
"2646","APC",6.10025771846289e-15,0.669943052660514,0.189,0.034,1.51408396572249e-10
"2647","SF3B3",6.21968970522404e-15,1.64126431193338,0.151,0.014,1.54372698483661e-10
"2648","LOC102124742",6.23048031587051e-15,1.80624180472192,0.151,0.014,1.54640521439906e-10
"2649","ICE1",6.27397988367996e-15,0.691048405740339,0.181,0.03,1.55720180712937e-10
"2650","TRAF7",6.30760172967554e-15,1.04223849275822,0.159,0.018,1.56554674930547e-10
"2651","PAQR8",6.33007214708136e-15,1.88717843221915,0.142,0.009,1.57112390690559e-10
"2652","LOC102131730",6.59861678478802e-15,1.24401017762022,0.164,0.021,1.63777668598439e-10
"2653","LOC102129292",6.60034803624124e-15,1.42799897829229,0.151,0.014,1.63820638259508e-10
"2654","IRF7",6.60897463174014e-15,-2.06794808374519,0.34,0.412,1.6403475035979e-10
"2655","FES",6.64378142373115e-15,-0.153617791528081,0.302,0.098,1.64898654937007e-10
"2656","PTMS",6.74966645262897e-15,1.86222016339354,0.151,0.014,1.67526721354251e-10
"2657","CCBL2",6.79715916993702e-15,3.10695169924352,0.132,0.005,1.68705490597837e-10
"2658","GALNT2",6.88587927928743e-15,3.26704695550744,0.137,0.007,1.70907523711914e-10
"2659","HDAC1",6.90355320677789e-15,1.2822668461847,0.159,0.018,1.71346190592227e-10
"2660","SCARB1",6.97791400805092e-15,2.50515578468264,0.137,0.007,1.73191825679824e-10
"2661","MTX1",7.01836910651297e-15,2.79280030303217,0.137,0.007,1.74195921223652e-10
"2662","SNRPB2",7.03598757826541e-15,1.45715287616538,0.154,0.016,1.74633211692547e-10
"2663","ATP2C1",7.09664163257859e-15,0.449004836001427,0.185,0.032,1.76138645320601e-10
"2664","ERLIN2",7.26825181426318e-15,1.26650611577333,0.15,0.014,1.80398010030012e-10
"2665","NDUFA6",7.27424968340424e-15,0.377501847627615,0.197,0.039,1.80546877142093e-10
"2666","DERL1",7.27988137290162e-15,0.338397697577362,0.217,0.05,1.80686655675418e-10
"2667","EBP",7.37489194862698e-15,1.88413539899825,0.142,0.009,1.83044818164922e-10
"2668","PTPMT1",7.42469249440239e-15,2.01646779886906,0.15,0.014,1.84280867711067e-10
"2669","OVCA2",7.45006840123436e-15,2.50859618122138,0.137,0.007,1.84910697718637e-10
"2670","EHD4",7.47954629960075e-15,-0.24294921231725,0.275,0.082,1.85642339156091e-10
"2671","STK38",7.49305647617491e-15,0.675366318958923,0.212,0.048,1.85977661738661e-10
"2672","SPRYD3",7.5457906307098e-15,1.07444759416283,0.167,0.023,1.87286523454217e-10
"2673","ARMC10",7.69313809811587e-15,0.751669181279826,0.168,0.023,1.90943687595236e-10
"2674","FUBP3",7.75563735351974e-15,3.29650140254935,0.132,0.005,1.9249491911436e-10
"2675","DBNDD2",7.77563831418596e-15,3.01451609748534,0.137,0.007,1.92991342958096e-10
"2676","SEC24C",7.82107973695502e-15,0.877802242677386,0.184,0.032,1.94119199071224e-10
"2677","RASSF1",8.1371596550158e-15,1.43322392648758,0.159,0.018,2.01964302637492e-10
"2678","MRPS7",8.35518652760112e-15,2.41681857272945,0.137,0.007,2.0737572961506e-10
"2679","YKT6",8.46520980042063e-15,0.401214900246078,0.205,0.043,2.1010650724644e-10
"2680","VPS11",8.50194051657525e-15,1.343227924532,0.154,0.016,2.11018163621398e-10
"2681","LOC107131106",8.67740515474528e-15,1.51757263293879,0.154,0.016,2.15373195940778e-10
"2682","DHRS3",8.84363918743926e-15,0.130370457132512,0.213,0.048,2.19499124632242e-10
"2683","MFF",8.85369735380878e-15,1.08423160539405,0.167,0.023,2.19748768321534e-10
"2684","CD33",8.86032065594601e-15,1.9506648245093,0.15,0.014,2.1991315868058e-10
"2685","MS4A4A",9.01895086427598e-15,2.84766901079999,0.132,0.005,2.2385036045133e-10
"2686","GLIPR1",9.09818507603203e-15,-0.106975065390635,0.262,0.076,2.25816953587115e-10
"2687","FAM206A",9.36336180918633e-15,3.92240230364153,0.127,0.002,2.32398640104005e-10
"2688","EIF2B4",9.53986354371284e-15,3.44885401989927,0.131,0.005,2.36779413154953e-10
"2689","AGPAT5",9.641133615705e-15,1.25460059393317,0.162,0.021,2.39292936341798e-10
"2690","GALNT10",9.65454094251972e-15,1.75209634312718,0.149,0.014,2.39625706193339e-10
"2691","FAHD1",1.00721645868298e-14,2.56942011764911,0.136,0.007,2.49991125045115e-10
"2692","GMPS",1.01622956787331e-14,3.01206283371471,0.14,0.009,2.52228178746155e-10
"2693","LOC102137481",1.03037201739027e-14,4.14237548593701,0.127,0.002,2.55738334716264e-10
"2694","SLC9A9",1.03595819462211e-14,2.87084715548988,0.136,0.007,2.57124823905209e-10
"2695","MAOA",1.04468971878472e-14,1.48210130532121,0.149,0.014,2.59291988202368e-10
"2696","MTMR6",1.05189098872308e-14,0.909495032903016,0.162,0.021,2.61079343401068e-10
"2697","MRPL57",1.05533774986163e-14,2.39376082802339,0.131,0.005,2.61934829515657e-10
"2698","AGPAT2",1.08306229667192e-14,0.961537174168027,0.174,0.027,2.68816062033972e-10
"2699","NUDCD3",1.13570432085526e-14,1.30485492826766,0.162,0.021,2.81881812436276e-10
"2700","DPYSL3",1.13887687879366e-14,3.24243346495809,0.131,0.005,2.82669241316587e-10
"2701","CCDC91",1.14729324675264e-14,1.33179980729413,0.145,0.011,2.84758183844006e-10
"2702","INPPL1",1.14806618254284e-14,2.86839212776487,0.139,0.009,2.84950026507133e-10
"2703","MRPL2",1.15096644908289e-14,2.96869323525973,0.131,0.005,2.85669872662374e-10
"2704","ITSN2",1.15580597148273e-14,-0.404541113412764,0.376,0.14,2.86871042122013e-10
"2705","KDM7A",1.23601079110865e-14,-0.137157889448008,0.3,0.098,3.06777878353168e-10
"2706","HPS5",1.23619975811007e-14,0.151101517560416,0.263,0.078,3.0682477996292e-10
"2707","SLC1A5",1.23669945508283e-14,0.662568445428623,0.206,0.046,3.06948804751559e-10
"2708","IER2",1.238838742232e-14,-1.57192330103663,0.589,0.545,3.07479775821982e-10
"2709","DNAJA3",1.24220933051332e-14,1.7106404114888,0.144,0.011,3.08316355833406e-10
"2710","LOC102133073",1.24309669964545e-14,2.12365901123502,0.152,0.016,3.08536600851999e-10
"2711","ATP5G1",1.25068150263531e-14,1.96672008510516,0.144,0.011,3.10419148954083e-10
"2712","CCDC12",1.25774616569256e-14,0.536567765988219,0.187,0.034,3.12172598324894e-10
"2713","CDYL",1.25894013814962e-14,1.63530566410996,0.144,0.011,3.12468942288735e-10
"2714","AHSA2",1.26185442109899e-14,1.33832513519887,0.153,0.016,3.13192267316769e-10
"2715","FUT11",1.27481003452689e-14,1.17232584927888,0.157,0.018,3.16407850569573e-10
"2716","URI1",1.2761888116642e-14,1.88558618578161,0.144,0.011,3.16750063055054e-10
"2717","MYO9B",1.27927827656834e-14,-0.218753341514752,0.488,0.204,3.17516868244263e-10
"2718","FGD6",1.3022158002898e-14,1.74451434059763,0.144,0.011,3.23209961631929e-10
"2719","LOC102141321",1.3174766341165e-14,7.12509592807377,0.121,0,3.26997700587716e-10
"2720","NAPG",1.31942325119443e-14,2.63448726268633,0.135,0.007,3.27480850946459e-10
"2721","PCK2",1.36062419949386e-14,1.86324795712782,0.144,0.011,3.37706926314376e-10
"2722","MARK3",1.3626083598735e-14,-0.177209843840231,0.304,0.101,3.38199394920603e-10
"2723","MEMO1",1.36428817326819e-14,2.07395255662535,0.143,0.011,3.38616324605164e-10
"2724","TRIP11",1.37766877600658e-14,-0.156492418420753,0.191,0.037,3.41937390204833e-10
"2725","PPP1R10",1.39245539138935e-14,0.911278015505514,0.174,0.027,3.45607428142837e-10
"2726","ALKBH3",1.40875921044276e-14,2.33283539184814,0.135,0.007,3.49654036031894e-10
"2727","GPS2",1.40951671755669e-14,1.39459845614816,0.144,0.011,3.4984204929757e-10
"2728","STAC3",1.41607392770592e-14,0.793875835704954,0.177,0.03,3.5146954885661e-10
"2729","DUSP23",1.42259695147074e-14,1.60551749301951,0.152,0.016,3.53088563355037e-10
"2730","MRPS24",1.42442515411292e-14,3.17028819264496,0.126,0.002,3.53542323250826e-10
"2731","HCK",1.43401064267311e-14,-0.179479219629342,0.368,0.14,3.55921441511467e-10
"2732","TCF7L2",1.44661919806974e-14,4.53406167023679,0.129,0.005,3.59050884960909e-10
"2733","ANKH",1.49168724106281e-14,1.72919648350399,0.143,0.011,3.7023677323179e-10
"2734","DCTN6",1.5031881454079e-14,0.993808568977748,0.157,0.018,3.7309129769024e-10
"2735","WDR41",1.52032608794482e-14,3.43475767100677,0.13,0.005,3.77344935027904e-10
"2736","UBE3C",1.52244854514551e-14,1.99188841869543,0.139,0.009,3.77871728905117e-10
"2737","GALNT11",1.53959444387895e-14,0.88032324695107,0.157,0.018,3.82127340970755e-10
"2738","TUBGCP2",1.54857878335079e-14,0.711174043901406,0.193,0.039,3.84357254027666e-10
"2739","HECTD3",1.57676408766403e-14,1.76759915073266,0.143,0.011,3.91352846558212e-10
"2740","CREB3",1.61964627920501e-14,0.408701844726927,0.21,0.048,4.01996206498684e-10
"2741","DOCK2",1.62942393668315e-14,0.637811353713015,0.198,0.041,4.04423021084758e-10
"2742","TMEM183A",1.63201319930004e-14,0.819164388613934,0.173,0.027,4.0506567606627e-10
"2743","LOC102137703",1.65634871825395e-14,2.19750569110377,0.143,0.011,4.11105751870631e-10
"2744","PDHB",1.66986766569899e-14,1.42417974495374,0.147,0.014,4.14461154626489e-10
"2745","CBFB",1.6712281587062e-14,0.541224685656485,0.202,0.043,4.14798828990878e-10
"2746","USP7",1.7017566989831e-14,-0.369131661107092,0.329,0.114,4.22376012687605e-10
"2747","CAMKK2",1.73490233285702e-14,0.214543368799579,0.217,0.053,4.30602759015111e-10
"2748","PHF20",1.73798021703786e-14,0.70776070596797,0.205,0.046,4.31366689868796e-10
"2749","PLEKHA1",1.7584878146783e-14,2.53208430885195,0.134,0.007,4.36456675603155e-10
"2750","SIPA1L1",1.76082939159045e-14,2.00847730302652,0.15,0.016,4.37037854992749e-10
"2751","AHCY",1.779892764116e-14,2.41301769202599,0.134,0.007,4.41769384053592e-10
"2752","HIGD1A",1.8012742481879e-14,0.250879831484718,0.218,0.053,4.47076268400238e-10
"2753","LOC102129434",1.82942662522091e-14,1.06085198518966,0.164,0.023,4.54063688379831e-10
"2754","PAIP1",1.87425730329659e-14,1.55907584770512,0.156,0.018,4.65190662678213e-10
"2755","TMEM167A",1.8848614617737e-14,0.232958460401728,0.202,0.043,4.67822614812233e-10
"2756","ATM",1.91513625237996e-14,0.831618711322978,0.152,0.016,4.75336817840705e-10
"2757","ICAM3",1.92802907092301e-14,-2.65205754680932,0.143,0.249,4.7853681540309e-10
"2758","ELOF1",1.93135639104471e-14,1.37469467127654,0.151,0.016,4.79362656257298e-10
"2759","AMDHD2",1.93349016084659e-14,0.942439354863967,0.173,0.027,4.79892257922124e-10
"2760","ZBTB43",1.93815975325034e-14,1.10333531507797,0.167,0.025,4.81051250756734e-10
"2761","CD177",1.9653230284962e-14,0.178157124310485,0.232,0.062,4.87793175672757e-10
"2762","TXLNA",1.98018425941557e-14,0.413563039701407,0.177,0.03,4.91481733186945e-10
"2763","RNF38",1.98088948101774e-14,0.607937666157902,0.192,0.039,4.91656769188602e-10
"2764","ODC1",1.98157769982994e-14,0.758127173435321,0.185,0.034,4.91827585097791e-10
"2765","KDM1A",2.06540655594675e-14,1.11617640671447,0.155,0.018,5.12633907185984e-10
"2766","TLCD2",2.07669513254282e-14,0.915614386447568,0.18,0.032,5.15435731897129e-10
"2767","TMEM165",2.19823226723618e-14,-0.33287059404384,0.283,0.089,5.45601248728019e-10
"2768","LOC102137053",2.23242375853986e-14,3.05074584247907,0.133,0.007,5.54087576869594e-10
"2769","ST6GALNAC4",2.25093923680643e-14,1.45084314931594,0.15,0.016,5.58683118575355e-10
"2770","NUBP2",2.27361119877179e-14,0.393167820789262,0.2,0.043,5.64310299535159e-10
"2771","AKT3",2.27479587916091e-14,0.594973715193294,0.204,0.046,5.64604337207737e-10
"2772","COMMD1",2.31085478987791e-14,7.10687618306551,0.119,0,5.73554158847697e-10
"2773","FAM110A",2.34397373685895e-14,0.843927746457343,0.164,0.023,5.81774281488393e-10
"2774","UBXN6",2.3655936644454e-14,0.238008872300989,0.205,0.046,5.87140347515348e-10
"2775","PGP",2.38473435390377e-14,2.09431408363998,0.141,0.011,5.91891066638915e-10
"2776","BAP1",2.41349984010923e-14,1.73759292625017,0.146,0.014,5.9903066031511e-10
"2777","NUDT16",2.41721424313937e-14,0.798147636789972,0.155,0.018,5.99952575147193e-10
"2778","CHMP4B",2.41894227244363e-14,-0.18153023045751,0.315,0.108,6.00381472020508e-10
"2779","ZSWIM6",2.42076893117183e-14,0.709589457177414,0.176,0.03,6.00834848716848e-10
"2780","LOC102116757",2.51622503516124e-14,1.18360564478289,0.154,0.018,6.24527053727019e-10
"2781","PTOV1",2.52627847997955e-14,0.936152756026878,0.163,0.023,6.27022318730923e-10
"2782","LYAR",2.56804880578089e-14,1.00470410029985,0.187,0.037,6.37389713594817e-10
"2783","HAAO",2.57133237721731e-14,1.3510724436757,0.142,0.011,6.38204696025335e-10
"2784","ANPEP",2.57785746480923e-14,4.36558099864718,0.123,0.002,6.39824222765652e-10
"2785","IGFBP7",2.63954969095282e-14,2.31495335197344,0.137,0.009,6.55136233294489e-10
"2786","LOC102128143",2.64729413376786e-14,-2.9241450942605,0.055,0.14,6.57058404001182e-10
"2787","KCNA3",2.72040562997429e-14,4.23818778195245,0.123,0.002,6.75204677359619e-10
"2788","PDE3B",2.74366576085925e-14,1.57094600238964,0.141,0.011,6.80977841845266e-10
"2789","LOC102116067",2.76766683158793e-14,2.16899514572455,0.137,0.009,6.86934907600125e-10
"2790","MRPL4",2.785859131384e-14,4.7223498121924,0.123,0.002,6.91450236409508e-10
"2791","TMEM245",2.81602775177282e-14,1.59505007925142,0.137,0.009,6.98938087990013e-10
"2792","CXCL11",2.86529884781391e-14,0.536751623626377,0.27,0.092,7.11167174027412e-10
"2793","DENR",2.90603293415885e-14,0.722841210499554,0.183,0.034,7.21277374258227e-10
"2794","GCLC",2.92216067620437e-14,2.03780612191807,0.128,0.005,7.25280279833924e-10
"2795","COASY",2.96307748234833e-14,1.13049407089565,0.153,0.018,7.35435831118854e-10
"2796","SERINC5",2.98999607648188e-14,0.741695468239834,0.186,0.037,7.42117026182802e-10
"2797","PDCD5",2.99028817537638e-14,0.523768489464232,0.179,0.032,7.42189525128418e-10
"2798","FER",3.02809698042089e-14,1.58614246019557,0.136,0.009,7.51573670540464e-10
"2799","NMT1",3.03192141820182e-14,3.85721881472375,0.123,0.002,7.52522895997691e-10
"2800","NCK1",3.04063643922113e-14,0.714269770137183,0.163,0.023,7.54685964214683e-10
"2801","VARS",3.0582120835867e-14,3.31564651217652,0.123,0.002,7.59048239146219e-10
"2802","ADSS",3.10589629024296e-14,1.69660653914264,0.141,0.011,7.70883459238303e-10
"2803","HSD17B8",3.13607462431321e-14,1.25547199711123,0.153,0.018,7.78373721754539e-10
"2804","CSNK1G1",3.1559726077502e-14,0.739664871282589,0.175,0.03,7.83312401243601e-10
"2805","MGMT",3.21787741014798e-14,3.48033303637808,0.123,0.002,7.9867717319873e-10
"2806","DPP8",3.23907141563438e-14,1.45558010039945,0.153,0.018,8.03937525360454e-10
"2807","MRPL10",3.3283514080179e-14,1.18442682987275,0.149,0.016,8.26096819470043e-10
"2808","TRIM28",3.33702653910361e-14,0.931918343754501,0.162,0.023,8.28249987005516e-10
"2809","NKIRAS2",3.34272287444825e-14,0.510382273564576,0.178,0.032,8.29663817438056e-10
"2810","INTS1",3.34604065058387e-14,2.78113848456841,0.127,0.005,8.30487289474916e-10
"2811","DCTPP1",3.35914025143958e-14,1.6395398160163,0.141,0.011,8.33738610407303e-10
"2812","ASCC2",3.40099987320139e-14,0.121163014388486,0.224,0.057,8.44128168528584e-10
"2813","TRAK1",3.47801021503775e-14,1.26829995124654,0.145,0.014,8.6324213537237e-10
"2814","CNOT6L",3.49222042770113e-14,0.143012523214181,0.211,0.05,8.66769110155422e-10
"2815","C11H12orf45",3.56012326673199e-14,2.88651941905613,0.131,0.007,8.8362259480288e-10
"2816","LOC102137581",3.59487482324399e-14,1.04960911982353,0.158,0.021,8.92247931129159e-10
"2817","MTPN",3.65280197486912e-14,-0.133916591211219,0.418,0.169,9.06625450162515e-10
"2818","PRKAR2B",3.66049575247835e-14,3.26646803718619,0.127,0.005,9.08535045765126e-10
"2819","ATG5",3.748915736731e-14,0.458254713774153,0.183,0.034,9.30480885856635e-10
"2820","C6H5orf15",3.76244392639131e-14,0.685588680229954,0.174,0.03,9.33838582530324e-10
"2821","DUSP18",3.76752719880349e-14,1.02660922564746,0.153,0.018,9.35100250743025e-10
"2822","SERPINB10",3.77555958953039e-14,1.29590361090141,0.18,0.034,9.37093890121442e-10
"2823","IKZF1",3.88050751823318e-14,-0.326713984200588,0.301,0.101,9.63141966025475e-10
"2824","VPS51",3.9013644369322e-14,0.930208830665491,0.153,0.018,9.68318653246571e-10
"2825","FKBP1A",3.91890380991203e-14,0.682093623170479,0.19,0.039,9.72671925620167e-10
"2826","EXOSC10",3.93620882140626e-14,1.89089215125883,0.136,0.009,9.76967029473033e-10
"2827","RAB8A",3.97916898454574e-14,-0.185373526516241,0.335,0.121,9.87629741964254e-10
"2828","SGTB",3.99345109986688e-14,3.13127509214755,0.131,0.007,9.9117456298696e-10
"2829","MRPS33",4.06379251519424e-14,2.25876510097789,0.135,0.009,1.00863330227121e-09
"2830","ARHGAP15",4.06467219993608e-14,0.393741395678683,0.229,0.062,1.00885164002413e-09
"2831","SLF2",4.07191118697441e-14,1.86269977462468,0.14,0.011,1.01064835660705e-09
"2832","ARSA",4.12028424358765e-14,2.96148595258035,0.126,0.005,1.02265454925845e-09
"2833","BLNK",4.14364223499859e-14,2.76207041672763,0.126,0.005,1.02845200272665e-09
"2834","TMEM50A",4.20258080206325e-14,-0.231487051011431,0.341,0.124,1.0430805550721e-09
"2835","ABL1",4.25626918369424e-14,7.09885604893046,0.117,0,1.05640601139291e-09
"2836","KMT2A",4.275054174979e-14,0.463749032933142,0.186,0.037,1.06106844622979e-09
"2837","LOC102129811",4.35473551296879e-14,-2.09552941971212,0.361,0.423,1.08084535431885e-09
"2838","CPSF6",4.38404421620931e-14,1.09763703764243,0.156,0.021,1.08811977446315e-09
"2839","MAEA",4.39060752213317e-14,1.88672902037962,0.14,0.011,1.08974878699345e-09
"2840","TRIM14",4.43046193164056e-14,-0.203510652518608,0.215,0.053,1.09964065143319e-09
"2841","KCNQ1",4.43267247119486e-14,2.54233917772518,0.131,0.007,1.10018930735056e-09
"2842","MRPL18",4.43488428832612e-14,0.951966932699526,0.143,0.014,1.10073828036254e-09
"2843","EXOC7",4.51674628811134e-14,0.25956678093561,0.195,0.041,1.12105642870923e-09
"2844","RAB30",4.52161488302078e-14,2.24481601901008,0.13,0.007,1.12226481396576e-09
"2845","HK2",4.54809701144419e-14,0.858736656150756,0.173,0.03,1.12883767824045e-09
"2846","POM121C",4.5794956828692e-14,1.87617718726678,0.135,0.009,1.13663082848814e-09
"2847","DUS1L",4.59908700399157e-14,0.834259654237745,0.148,0.016,1.14149339439071e-09
"2848","ZFAND6",4.63107920087585e-14,-0.199713074309851,0.368,0.14,1.14943385765739e-09
"2849","KPNA6",4.64813490591676e-14,0.352117811960652,0.174,0.03,1.15366708364854e-09
"2850","STX16",4.69185559706485e-14,-0.302263694618196,0.278,0.089,1.1645185591915e-09
"2851","LTBR",4.73665973415301e-14,-0.194839699160663,0.35,0.13,1.17563894601678e-09
"2852","LONRF3",4.73807686181131e-14,0.811555971386542,0.189,0.039,1.17599067710157e-09
"2853","API5",4.82742332707002e-14,1.00668038880171,0.152,0.018,1.19816646977878e-09
"2854","LOC102126277",4.91458067869945e-14,3.42336353996553,0.126,0.005,1.2197989244532e-09
"2855","EIF2B3",5.1003506924216e-14,2.86504744433664,0.121,0.002,1.26590704185904e-09
"2856","MTFR1L",5.26790338154077e-14,1.69441136222043,0.147,0.016,1.30749361929842e-09
"2857","TRIM27",5.32668246068208e-14,-0.134589965018369,0.223,0.057,1.32208258674129e-09
"2858","ASB8",5.33083523012328e-14,1.23596405963389,0.148,0.016,1.3231133041166e-09
"2859","BFAR",5.33687136496236e-14,1.78592821185152,0.138,0.011,1.32461147278366e-09
"2860","DCTN5",5.34761203517917e-14,1.83420303982149,0.13,0.007,1.32727730713147e-09
"2861","CFAP36",5.39018356543007e-14,1.94580798098854,0.139,0.011,1.33784356093974e-09
"2862","UBA7",5.56162324704046e-14,1.03552918949574,0.151,0.018,1.38039488991544e-09
"2863","FCN1",5.57372718417921e-14,2.1832278076856,0.186,0.041,1.38339908711328e-09
"2864","SLC26A2",5.62181082830223e-14,3.40216302995926,0.121,0.002,1.39533344758461e-09
"2865","INPP5F",5.67866976682744e-14,2.4073144857275,0.134,0.009,1.40944583612657e-09
"2866","HNRNPK",5.80836761462646e-14,0.129435026149578,0.682,0.323,1.44163684195029e-09
"2867","ESF1",6.03373194838392e-14,2.93145898458561,0.133,0.009,1.49757226958889e-09
"2868","KLF11",6.09538765974328e-14,1.45033650404887,0.142,0.014,1.51287521714828e-09
"2869","POLR2M",6.16610674554934e-14,2.8150232348603,0.129,0.007,1.53042769424535e-09
