"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.78099098644097e-42,1.74484538313896,0.309,0.112,4.4204196283465e-38,"7","RANGAP1"
2.17079396908444e-42,1.39853945677544,0.252,0.076,5.38791063126758e-38,"7","TESC"
2.4189259719727e-42,1.42807119305716,0.274,0.089,6.00377426243625e-38,"7","SRPK1"
2.48791447719178e-42,1.36014384254453,0.442,0.2,6.17500373238999e-38,"7","SNRNP25"
2.62145753275279e-42,1.80358481818136,0.489,0.257,6.50645759629242e-38,"7","ARL6IP1"
3.54645125848544e-42,1.1654002985662,0.362,0.138,8.80229202356087e-38,"7","KCNA3"
7.40082364943609e-42,1.11110591724741,0.689,0.436,1.83688442979004e-37,"7","SUN2"
1.17469833012339e-41,1.39488403157938,0.595,0.325,2.91560125536625e-37,"7","GZMB"
2.55413332561946e-41,1.16407062072848,0.519,0.262,6.33935891418749e-37,"7","GPRIN3"
2.71671990186144e-41,1.34302528265176,0.548,0.304,6.74289879642009e-37,"7","PRKDC"
9.35739462403149e-41,1.590396051565,0.282,0.096,2.32250534568461e-36,"7","TMEM106C"
1.36199752736957e-40,1.2787235579166,0.605,0.357,3.38047786293128e-36,"7","HP1BP3"
1.5834130837924e-40,1.64722191442181,0.272,0.092,3.93003127397274e-36,"7","TCOF1"
2.46198222035432e-40,1.18922922154314,0.348,0.133,6.11063987091942e-36,"7","ZBTB38"
2.81373229227852e-40,0.983174950655803,0.695,0.472,6.98368354943529e-36,"7","PPP1CC"
4.22601119232915e-40,1.37258077285064,0.456,0.219,1.0488959779361e-35,"7","ERH"
1.81672423894137e-39,1.17738680530229,0.391,0.164,4.50910956105247e-35,"7","CYTIP"
2.11312526785154e-39,1.1958071979042,0.295,0.103,5.24477691480751e-35,"7","NKG7"
3.09810015906545e-39,1.75825300005039,0.25,0.082,7.68948459480044e-35,"7","DEK"
2.18713014566524e-38,1.36723481150758,0.325,0.126,5.42845702154113e-34,"7","PDS5B"
2.56979452951133e-38,0.945173563751238,0.652,0.377,6.37823002224713e-34,"7","S100A4"
2.62461799983924e-38,1.04873345570525,0.665,0.428,6.514301875601e-34,"7","SMARCC1"
3.13482009461107e-38,1.49666519054848,0.386,0.17,7.78062347482467e-34,"7","CBFB"
3.22128493051332e-38,1.31749125628879,0.425,0.195,7.99522919753406e-34,"7","HNRNPH1"
3.74171069991711e-38,1.21695559120395,0.526,0.289,9.28692595719426e-34,"7","VDAC3"
1.67361701941333e-37,1.13717861901671,0.387,0.166,4.15391744218389e-33,"7","TUBA4A"
2.09431218189768e-37,1.26873492733054,0.491,0.256,5.19808283547003e-33,"7","TUBB4B"
6.07126804449232e-37,1.06105191948449,0.616,0.377,1.50688872864299e-32,"7","ILF3"
6.149249025851e-37,1.12597192252787,0.558,0.308,1.52624360821622e-32,"7","IL2RG"
6.36602203799859e-37,0.969093757062418,0.716,0.49,1.58004666983125e-32,"7","CHD4"
1.00735999056989e-36,1.20423570814478,0.481,0.247,2.50026749659447e-32,"7","UBALD2"
1.04477787378374e-36,1.26182111009404,0.405,0.185,2.59313868273124e-32,"7","SLC9A3R1"
1.37446523776468e-36,1.60823584079565,0.252,0.086,3.41142272013195e-32,"7","HAUS6"
2.09555438193667e-36,1.30122010165326,0.325,0.127,5.2011659759668e-32,"7","MPRIP"
2.9541224435597e-36,0.601443820098785,0.928,0.782,7.33213190491517e-32,"7","YWHAB"
3.08327710417464e-36,1.4635697528217,0.329,0.134,7.65269377256145e-32,"7","UBE2S"
4.03353158031448e-36,0.692319010172915,0.877,0.752,1.00112253823405e-31,"7","CFL1"
5.51951088518178e-36,1.23695371720633,0.342,0.14,1.36994260170212e-31,"7","CD8A"
6.6764622356649e-36,0.834885738404113,0.577,0.321,1.65709792689203e-31,"7","IKZF1"
7.77626669378098e-36,1.19383765473395,0.487,0.252,1.93006939339644e-31,"7","SEPT6"
1.4401739734347e-35,1.23380697436401,0.495,0.259,3.57451180206492e-31,"7","LOC102138395"
1.46656647937487e-35,0.834340207599253,0.73,0.498,3.64001800180844e-31,"7","SFPQ"
1.76386383437092e-35,1.31005618901614,0.335,0.138,4.37791003690862e-31,"7","ASB8"
2.0677382948401e-35,1.36535268193953,0.407,0.19,5.13212644779312e-31,"7","SLC20A1"
2.85427299189979e-35,1.02005148220455,0.628,0.402,7.08430556589527e-31,"7","SRSF3"
3.15259782906605e-35,1.20721110798576,0.311,0.12,7.82474781174195e-31,"7","DGKA"
3.23001951422259e-35,1.08913652461378,0.642,0.417,8.01690843430046e-31,"7","HNRNPM"
3.26599786544202e-35,1.47046186761828,0.303,0.118,8.1062067020271e-31,"7","LOC102118347"
3.32869396664653e-35,1.26187075707566,0.389,0.177,8.26181842521668e-31,"7","ODC1"
4.51695221590656e-35,1.28064857127257,0.278,0.101,1.12110753998801e-30,"7","STK26"
4.62234038921321e-35,0.746135943262307,0.755,0.514,1.14726488460272e-30,"7","FAM107B"
5.58674533249749e-35,1.42329849313566,0.288,0.11,1.38663019152588e-30,"7","NUDT1"
6.51007698509633e-35,0.699013537038689,0.503,0.244,1.61580110770091e-30,"7","PDE4D"
2.32043933915026e-34,0.757516040566459,0.785,0.594,5.75933043977095e-30,"7","HNRNPU"
3.89062720713942e-34,1.21409905772852,0.327,0.134,9.65653672812003e-30,"7","DUSP16"
5.59561497283068e-34,1.77235080628195,0.288,0.115,1.38883163625657e-29,"7","DCTPP1"
8.91401331119701e-34,0.958310633876601,0.429,0.202,2.2124581038391e-29,"7","ATP2B4"
9.3510732539269e-34,0.539413655331139,0.875,0.677,2.32093638162466e-29,"7","EZR"
1.01618208299274e-33,1.02448694810897,0.613,0.382,2.52216392998797e-29,"7","MIF"
1.36637224220882e-33,1.03308352984443,0.575,0.334,3.39133590516229e-29,"7","EWSR1"
1.39484427281133e-33,1.05159431612499,0.497,0.268,3.46200348511772e-29,"7","RBMX"
2.54329778421225e-33,1.15570793603869,0.511,0.287,6.31246510041482e-29,"7","NONO"
2.76061206693487e-33,1.38687674232307,0.317,0.129,6.85183915013234e-29,"7","LARP7"
3.08591578917451e-33,0.885909072113078,0.689,0.461,7.65924298873114e-29,"7","LRRFIP1"
3.31699573074152e-33,1.27071618710367,0.387,0.182,8.23278340370045e-29,"7","NUP50"
3.80453507367806e-33,0.54860492536123,0.904,0.818,9.44285605286893e-29,"7","PTPRC"
3.88198056634978e-33,1.26672120239987,0.442,0.221,9.63507576568015e-29,"7","TAF15"
3.93694624917672e-33,1.29400298740311,0.342,0.147,9.77150059045662e-29,"7","CEP57"
4.65297135614645e-33,1.60688317529643,0.294,0.118,1.15486749059555e-28,"7","ALYREF"
5.12245368467023e-33,1.63561934352779,0.268,0.102,1.27139300453515e-28,"7","LSM3"
6.5025604697502e-33,1.29988225299012,0.335,0.142,1.613935508592e-28,"7","PITPNM1"
6.96545075149662e-33,1.04957793570123,0.575,0.348,1.72882487652146e-28,"7","HNRNPUL2"
7.86992903009224e-33,1.28781123668511,0.321,0.133,1.9533163852689e-28,"7","NCBP3"
8.60086626850899e-33,0.882972181409422,0.673,0.475,2.13473500784393e-28,"7","XRCC6"
1.62723931040408e-32,1.00758315443782,0.634,0.402,4.03880796842294e-28,"7","ARF6"
1.67513074091504e-32,0.91819416377339,0.701,0.497,4.15767449895113e-28,"7","XRCC5"
2.15972324931308e-32,0.713855841761561,0.722,0.495,5.36043310479506e-28,"7","STK17B"
2.54095748256309e-32,1.43040808215968,0.309,0.129,6.3066564717216e-28,"7","HAT1"
3.87948565797241e-32,1.21632762886674,0.364,0.162,9.62888340308752e-28,"7","SRSF4"
4.07715016354586e-32,1.20510707736694,0.401,0.191,1.01194867059208e-27,"7","PFKP"
6.18923833941821e-32,0.772628418767257,0.759,0.557,1.5361689558436e-27,"7","MYH9"
2.78084249147582e-31,1.36189031006401,0.327,0.141,6.90205106384299e-27,"7","RNPS1"
3.65589349744142e-31,1.50953753043393,0.274,0.108,9.0739276606496e-27,"7","ILF2"
8.15270295046101e-31,1.11827681675873,0.468,0.249,2.02350087230442e-26,"7","SMARCE1"
8.50287145080077e-31,1.09676328426458,0.495,0.273,2.11041269408875e-26,"7","MZT2B"
1.15481006236354e-30,1.21434584412643,0.378,0.18,2.86623857478632e-26,"7","CSK"
1.56506926754433e-30,0.784086633558167,0.634,0.401,3.88450192204503e-26,"7","CCDC69"
1.62476459541076e-30,1.09476439061692,0.501,0.291,4.03266572580951e-26,"7","PPM1G"
2.01973328454754e-30,0.942644803573215,0.344,0.15,5.012978012247e-26,"7","SYNE2"
2.2913089243739e-30,1.37603500160746,0.301,0.127,5.68702875029602e-26,"7","SF3B3"
4.98089107514443e-30,0.751545693479715,0.538,0.293,1.23625716485085e-25,"7","SORL1"
5.04685027774396e-30,1.82124414121936,0.333,0.155,1.25262823893605e-25,"7","IL2RA"
6.80999126716077e-30,1.00955651445696,0.315,0.131,1.6902398325093e-25,"7","GNG2"
6.98867146383929e-30,1.11605518024892,0.339,0.148,1.73458825732491e-25,"7","LPIN1"
7.54447927840343e-30,1.16589919817729,0.364,0.172,1.87253975689973e-25,"7","CNN2"
7.84578467071314e-30,0.940488143229489,0.472,0.252,1.947323755271e-25,"7","RAB27A"
8.95200480385022e-30,1.0776336703232,0.434,0.223,2.22188759231562e-25,"7","DHX9"
9.37340033204181e-30,0.949820928136674,0.301,0.121,2.32647796241278e-25,"7","SCML4"
1.02471472022413e-29,0.90449689474439,0.675,0.476,2.54334193559628e-25,"7","PSMA7"
1.03348946689603e-29,1.21571230256032,0.278,0.111,2.56512085683594e-25,"7","SACS"
1.10301430926346e-29,1.17289675928003,0.364,0.173,2.7376815155919e-25,"7","RFC1"
1.31581196713341e-29,1.25809040069102,0.309,0.134,3.26584530242512e-25,"7","MTHFD1"
1.62111747166302e-29,0.880642564999072,0.566,0.338,4.02361356466762e-25,"7","THRAP3"
1.85239103292425e-29,1.06089078244849,0.558,0.357,4.597634543718e-25,"7","PTBP1"
3.07519498692079e-29,1.05191796938585,0.444,0.236,7.6326339575374e-25,"7","XPO1"
3.38877308590078e-29,1.34088781094379,0.342,0.161,8.41093479920573e-25,"7","CCR5"
5.06287965214515e-29,0.999812680006744,0.597,0.399,1.25660672966243e-24,"7","SLC25A5"
5.28391516378279e-29,0.732327223835865,0.767,0.551,1.31146774365089e-24,"7","CRIP1"
8.12927088067659e-29,1.04009280428502,0.411,0.21,2.01768503258393e-24,"7","RNF4"
8.18204683703121e-29,1.17981617033554,0.36,0.169,2.03078402495115e-24,"7","SRRT"
1.00858145289217e-28,0.852148485726388,0.458,0.234,2.50329916607837e-24,"7","LSP1"
1.03114545347878e-28,0.853029125601561,0.722,0.518,2.55930301553434e-24,"7","FUS"
1.06531391857821e-28,0.435885959116566,0.984,0.954,2.64410914591112e-24,"7","TMSB4X"
1.24799037789309e-28,0.813606205592837,0.654,0.46,3.09751211793064e-24,"7","KPNB1"
1.36346995879624e-28,0.847565028565678,0.595,0.373,3.38413243773226e-24,"7","SEPT7"
1.37072452703774e-28,0.617211448061392,0.577,0.321,3.40213827610766e-24,"7","FAM46C"
1.53948103261023e-28,1.04456124775828,0.389,0.191,3.8209919229386e-24,"7","PSTPIP1"
1.53989856855763e-28,1.00386211103127,0.411,0.207,3.82202824716004e-24,"7","SIN3A"
2.05272116423566e-28,1.30913842397609,0.28,0.116,5.0948539296329e-24,"7","PAGR1"
3.02268072723251e-28,0.827259979230668,0.64,0.428,7.50229356499109e-24,"7","WNK1"
3.99177167014081e-28,1.07121389036785,0.462,0.249,9.9075772852895e-24,"7","DYNLL2"
4.26796104872381e-28,0.966529015010664,0.593,0.369,1.05930793229325e-23,"7","ATPIF1"
7.04718785125876e-28,1.32393009246576,0.295,0.129,1.74911202468242e-23,"7","PPP2R5D"
7.70538863985593e-28,1.06541858320414,0.393,0.197,1.91247746041224e-23,"7","SRSF10"
8.41858856542768e-28,0.898764404328007,0.587,0.377,2.08949368193915e-23,"7","KHDRBS1"
1.20784130008856e-27,0.660556398564184,0.796,0.666,2.9978621068198e-23,"7","ACTB"
1.71456924304252e-27,1.02571943095549,0.513,0.302,4.25556086123154e-23,"7","RABL6"
3.87797829816911e-27,1.36890316178531,0.264,0.108,9.62514213605573e-23,"7","PRF1"
3.91585927137765e-27,1.36316534313725,0.272,0.113,9.71916271155932e-23,"7","DKC1"
4.177615378616e-27,1.18466117696251,0.294,0.128,1.03688413697249e-22,"7","GMPS"
4.76489617674127e-27,0.443039735432232,0.305,0.127,1.18264723106718e-22,"7","SPTBN1"
5.13087741581912e-27,0.78927285134194,0.656,0.439,1.27348377460631e-22,"7","FLNA"
6.18681005779171e-27,0.897780759309449,0.264,0.104,1.5355662563439e-22,"7","HEG1"
9.2099067394174e-27,1.06832229427418,0.356,0.171,2.2858988527234e-22,"7","CNTRL"
9.58787832071465e-27,1.08597844551495,0.325,0.148,2.37971139920138e-22,"7","NOP56"
9.6512728968512e-27,0.835231995519674,0.634,0.44,2.39544593299847e-22,"7","MATR3"
1.05238787451045e-26,1.09568914446929,0.333,0.154,2.61202670453494e-22,"7","KIF2A"
1.30760902684621e-26,0.973790992012929,0.571,0.369,3.24548560463229e-22,"7","CCT5"
1.80226976026193e-26,0.770304335403522,0.706,0.525,4.47323354497012e-22,"7","CD52"
2.37870777373156e-26,1.43152965004503,0.272,0.117,5.90395269440173e-22,"7","SIVA1"
2.41618021931885e-26,0.717236482874349,0.728,0.544,5.99695930434939e-22,"7","DIAPH1"
3.25248367259738e-26,1.08912505612958,0.403,0.213,8.0726644753867e-22,"7","COPS6"
5.07536896907942e-26,1.24309782628356,0.311,0.141,1.25970657812551e-21,"7","CTDSPL2"
6.22267239826109e-26,1.12389410062858,0.481,0.288,1.5444672892484e-21,"7","HTATSF1"
6.64574812970511e-26,0.809355647800472,0.63,0.434,1.64947468579281e-21,"7","NAP1L4"
7.8369018394254e-26,0.9502201542915,0.395,0.204,1.94511903654538e-21,"7","FAM208A"
9.6308331221029e-26,0.53977842229891,0.372,0.176,2.39037278090594e-21,"7","SYNE1"
1.00677548562068e-25,0.888535737216201,0.356,0.169,2.49881675531054e-21,"7","TNIK"
1.13740920737529e-25,0.680829076078574,0.583,0.358,2.82304965270546e-21,"7","KIAA1551"
1.2408396104852e-25,1.29370128691047,0.309,0.143,3.07976391322427e-21,"7","HSPD1"
1.24301532755156e-25,0.777696108514145,0.595,0.385,3.08516404298297e-21,"7","LASP1"
1.36286678293034e-25,0.57352348109327,0.849,0.683,3.38263535523311e-21,"7","TPM3"
1.3634117619601e-25,0.975986719435714,0.444,0.247,3.38398799318497e-21,"7","UBTF"
1.43866095188554e-25,0.998881518779454,0.464,0.262,3.57075648257991e-21,"7","DDX46"
1.4513507428938e-25,1.14748877356324,0.444,0.25,3.60225254386241e-21,"7","RBM8A"
1.53045754555507e-25,0.928246834363993,0.538,0.334,3.79859562806769e-21,"7","NAA50"
1.60943115999763e-25,0.568159296545274,0.89,0.822,3.99460813911413e-21,"7","HSPA8"
1.77371341571563e-25,0.739129341274814,0.706,0.495,4.40235669780619e-21,"7","LOC102139510"
2.00444383470179e-25,1.00543533059397,0.409,0.216,4.97502959772983e-21,"7","NUDT4"
2.48460068701857e-25,0.94073923003654,0.546,0.342,6.1667789051801e-21,"7","SH3KBP1"
2.50030979794744e-25,1.01673551295179,0.421,0.228,6.20576891850555e-21,"7","LOC102123375"
9.96440612348083e-25,1.02429312751498,0.395,0.207,2.47316559984794e-20,"7","TCERG1"
1.1440953599263e-24,0.781770035015265,0.579,0.37,2.83964468333707e-20,"7","ITGAL"
1.63017077357469e-24,1.0603098871131,0.395,0.213,4.04608386001239e-20,"7","CAND1"
2.23791484360561e-24,0.871362212223502,0.436,0.242,5.55450464182912e-20,"7","PDS5A"
2.72245351803414e-24,1.27687782288341,0.26,0.112,6.75712963176073e-20,"7","HSPA13"
2.94522297580483e-24,0.793241492924999,0.562,0.359,7.31004342594758e-20,"7","TRA2B"
3.59860226046276e-24,1.34686560799678,0.427,0.25,8.93173081046857e-20,"7","LOC102128802"
1.06280040533096e-23,1.25879641310694,0.325,0.16,2.63787060603143e-19,"7","SNRPD3"
1.06601451265505e-23,1.28726722242716,0.262,0.116,2.64584802040983e-19,"7","AHSA2"
1.11833798132097e-23,0.366251464531715,0.656,0.402,2.77571486963865e-19,"7","IFITM1"
1.12444548037246e-23,0.828257266689212,0.391,0.203,2.79087368228444e-19,"7","ORAI1"
2.33997377173642e-23,1.00037788329328,0.389,0.206,5.80781490144978e-19,"7","ISY1"
2.73694507134106e-23,0.916322807256579,0.517,0.319,6.79309766706852e-19,"7","SRRM1"
3.14031951615332e-23,0.848992178763331,0.448,0.254,7.79427303909254e-19,"7","PAG1"
3.55169388288565e-23,0.921325334665455,0.431,0.24,8.81530421732219e-19,"7","DAZAP1"
4.5562096337464e-23,0.908925818638562,0.337,0.164,1.13085123109586e-18,"7","FBXO33"
5.03410402372025e-23,0.770079881095958,0.583,0.389,1.24946461868737e-18,"7","SF3B2"
7.01866488725504e-23,0.673330829273275,0.387,0.2,1.7420326250167e-18,"7","ADD3"
8.13050946270263e-23,0.78375531505588,0.532,0.329,2.01799244864279e-18,"7","WHSC1L1"
8.90903455572555e-23,0.971132219154112,0.299,0.141,2.21122237673108e-18,"7","NEK7"
9.9991071800119e-23,0.839362134989813,0.348,0.174,2.48177840207895e-18,"7","ARAP2"
1.01525620259844e-22,1.15745474994357,0.348,0.182,2.51986589484932e-18,"7","LSM7"
1.13535459943871e-22,0.984843633680902,0.387,0.211,2.81795011580688e-18,"7","LOC102131287"
1.48491739147644e-22,1.1294112463012,0.288,0.135,3.68556496564452e-18,"7","CPSF6"
1.79207035477544e-22,0.955171572117262,0.272,0.121,4.44791862055263e-18,"7","CCDC88C"
1.83555003796662e-22,1.33803861759088,0.278,0.13,4.55583519423316e-18,"7","SRM"
1.87014808420263e-22,0.916532428527564,0.386,0.204,4.64170754499092e-18,"7","NOP58"
2.43887910436255e-22,1.08241305845804,0.339,0.172,6.05329793702784e-18,"7","DNAJC1"
2.88810795604305e-22,0.974087224558983,0.409,0.23,7.16828394689885e-18,"7","APRT"
3.30282755729503e-22,0.902673635272923,0.407,0.227,8.19761799720627e-18,"7","FUBP1"
3.61682146690324e-22,1.09845888444595,0.299,0.144,8.97695088085385e-18,"7","SNRPA1"
3.93781076677533e-22,0.97944274573953,0.429,0.252,9.77364632313638e-18,"7","CCT7"
4.5302789819039e-22,1.13441990271943,0.303,0.149,1.12441524330855e-17,"7","AKT1"
4.60796785929228e-22,0.808612320440462,0.564,0.366,1.14369762267634e-17,"7","ZFP91"
4.92790828233622e-22,1.23826221341672,0.272,0.126,1.22310683567585e-17,"7","DCTN3"
5.26872547561509e-22,0.822484657150145,0.513,0.318,1.30769766304766e-17,"7","LSM4"
5.40435538361676e-22,0.682412870004502,0.716,0.548,1.34136100621368e-17,"7","NAP1L1"
5.52150306407817e-22,1.28922631442243,0.276,0.129,1.3704370605042e-17,"7","HDAC3"
6.05707770719452e-22,0.64515378391193,0.777,0.614,1.50336668692568e-17,"7","HNRNPK"
6.46086644845417e-22,1.23424961310031,0.254,0.114,1.60358705250633e-17,"7","TRAPPC6A"
1.10355163546402e-21,0.814423551712566,0.548,0.358,2.7390151592217e-17,"7","LOC101867156"
1.37247964976379e-21,0.854398835342811,0.507,0.322,3.40649449071372e-17,"7","PKM"
1.37431185625813e-21,1.26602697636807,0.274,0.128,3.41104202723268e-17,"7","STAG1"
1.39974787187402e-21,0.98907391366109,0.401,0.225,3.47417421799131e-17,"7","SNRPD2"
1.70961784320988e-21,0.93584376913961,0.409,0.231,4.24327148684691e-17,"7","U2AF1"
1.79360288595986e-21,0.818876671553991,0.436,0.249,4.45172236295237e-17,"7","LOC102127938"
1.83516650429721e-21,0.66870319042646,0.485,0.287,4.55488326366567e-17,"7","HMHA1"
1.85245886345589e-21,0.730507953772319,0.622,0.441,4.59780289909753e-17,"7","CAB39"
1.976992008829e-21,0.902687371079696,0.384,0.21,4.90689416591358e-17,"7","TCF20"
2.00069053054498e-21,0.846135794067967,0.554,0.379,4.96571389681264e-17,"7","HNRNPF"
2.07940424994621e-21,0.813129606006998,0.519,0.336,5.1610813483665e-17,"7","SNU13"
2.09540196048289e-21,1.15037829218434,0.352,0.189,5.20078766591852e-17,"7","ARPP19"
2.246467285308e-21,1.07720174869806,0.274,0.127,5.57573180213447e-17,"7","RASAL3"
2.32385527173146e-21,0.427302889310766,0.93,0.869,5.76780878443748e-17,"7","ARPC2"
2.55476695352287e-21,0.988750798037071,0.515,0.327,6.34093157864378e-17,"7","RBM25"
2.83184825838826e-21,0.866412862727488,0.452,0.264,7.02864737731966e-17,"7","HN1"
3.11984812023824e-21,0.659832608618042,0.507,0.308,7.74346303443132e-17,"7","LSM14A"
3.26254013320164e-21,1.47613117286564,0.252,0.116,8.09762461060646e-17,"7","DPM2"
5.60586725377341e-21,1.20056049930512,0.28,0.135,1.39137625238656e-16,"7","RAD50"
7.39460903914436e-21,1.05493958983894,0.38,0.215,1.83534196351563e-16,"7","PSMD14"
8.14746230601719e-21,0.894108454192038,0.268,0.124,2.02220014435347e-16,"7","REV3L"
9.46089774637802e-21,1.02509806760268,0.327,0.169,2.34819482065102e-16,"7","UBA2"
9.60644553054711e-21,0.726079418816483,0.685,0.514,2.38431978068179e-16,"7","BHLHE40"
9.6483510236122e-21,0.995099592789162,0.27,0.125,2.39472072406055e-16,"7","FAM76B"
1.1607632140664e-20,0.943967752424803,0.399,0.224,2.88101429731281e-16,"7","NAB1"
1.30253000043402e-20,1.0181997286627,0.25,0.113,3.23287946107723e-16,"7","OSER1"
1.68879464021563e-20,0.921370734598395,0.53,0.353,4.1915882970152e-16,"7","RBPJ"
1.76113320086477e-20,0.88685522988225,0.323,0.165,4.37113260454636e-16,"7","SP3"
2.12832472211128e-20,0.80237957483276,0.476,0.294,5.2825019602802e-16,"7","PPP4R3A"
3.23351595872417e-20,0.673137573532602,0.476,0.284,8.02558660955339e-16,"7","SEMA4D"
4.73696953866436e-20,0.458947797215978,0.562,0.349,1.17571583949649e-15,"7","CD69"
7.56545206724382e-20,0.910064452358867,0.325,0.167,1.87774520308992e-15,"7","FOXO1"
8.12747467050868e-20,0.350858079804504,0.941,0.859,2.01723921322025e-15,"7","LOC102122855"
8.80286545653152e-20,0.801196553756386,0.507,0.332,2.18487120631112e-15,"7","HNRNPL"
9.2021428413993e-20,1.10102678315362,0.266,0.127,2.28397185323531e-15,"7","AGPAT5"
9.86953277465715e-20,0.650521513395957,0.607,0.43,2.4496180346699e-15,"7","CYLD"
1.00072308158416e-19,1.20905836419796,0.272,0.132,2.48379468849189e-15,"7","GLRX5"
1.01847023130815e-19,0.471225353992507,0.883,0.789,2.52784311410684e-15,"7","LOC102145630"
1.35019402713604e-19,0.963290700804901,0.395,0.227,3.35118157535164e-15,"7","HNRNPC"
1.69394467807811e-19,0.635396790187382,0.423,0.241,4.20437069098987e-15,"7","TOB1"
1.84879199420415e-19,0.802106130659022,0.552,0.382,4.5887017296147e-15,"7","TOP2B"
1.88129390617623e-19,0.701266135450427,0.356,0.191,4.66937147512939e-15,"7","GZMH"
1.929668381686e-19,0.931966618180225,0.305,0.154,4.78943692334466e-15,"7","ARHGEF3"
2.16085537501595e-19,0.990957928457468,0.305,0.157,5.36324304078959e-15,"7","ATP11B"
2.8620038891333e-19,0.822343177603417,0.509,0.328,7.10349365282885e-15,"7","HNRNPA0"
3.03058929757341e-19,0.809081499718507,0.333,0.173,7.52192263657721e-15,"7","RASA2"
3.43084322039727e-19,0.963868237822173,0.329,0.174,8.51535287302601e-15,"7","DEF6"
3.88671190231603e-19,0.940909304691132,0.294,0.149,9.64681894154839e-15,"7","MCMBP"
4.36682875386872e-19,0.752461552292982,0.491,0.315,1.08384689671022e-14,"7","PSMD13"
4.53966151576137e-19,0.912884127808072,0.378,0.216,1.12674398821197e-14,"7","APOBEC3G"
5.11852925723982e-19,0.96989345702249,0.268,0.13,1.27041896164692e-14,"7","RIF1"
5.2350934597021e-19,0.665282244444791,0.395,0.222,1.29935019669806e-14,"7","KMT2A"
6.62644223984206e-19,0.720209429776546,0.456,0.278,1.6446829639288e-14,"7","GIMAP6"
7.07794088251792e-19,1.07071175566925,0.28,0.141,1.75674492704095e-14,"7","LYAR"
9.3444540493978e-19,0.893604731442789,0.325,0.174,2.31929349506053e-14,"7","ARID1A"
1.00858719511582e-18,0.376184533786995,0.937,0.856,2.50331341827746e-14,"7","UBB"
1.05355300594733e-18,1.01736150625028,0.274,0.135,2.61491856076128e-14,"7","PNN"
1.68196549819761e-18,0.681521057489425,0.581,0.4,4.17463836652647e-14,"7","CEP350"
1.69537697176146e-18,0.947538763459844,0.284,0.142,4.20792564391195e-14,"7","LOC102138114"
1.75765842759194e-18,0.872189956593172,0.458,0.292,4.36250821728319e-14,"7","NUDC"
1.96463982316851e-18,0.672965038186111,0.636,0.457,4.87623604110424e-14,"7","ROCK1"
2.20674110247802e-18,0.798767913656046,0.501,0.337,5.47713141635044e-14,"7","PPP1CA"
2.98727827160129e-18,1.02455614373287,0.29,0.15,7.41442467011439e-14,"7","IARS"
3.1346806213654e-18,0.967969990506608,0.284,0.145,7.78027730222893e-14,"7","FAM111A"
3.27047282055109e-18,0.985301681998672,0.303,0.158,8.1173135406078e-14,"7","UXT"
3.51306421013261e-18,0.970481312188147,0.356,0.2,8.71942536954913e-14,"7","PIN1"
4.14756406951693e-18,0.897849234310163,0.448,0.285,1.0294254020541e-13,"7","ANXA6"
4.23200529155941e-18,0.499673932316884,0.593,0.413,1.05038371336504e-13,"7","PIK3R1"
4.4307291816191e-18,0.810062507782465,0.458,0.282,1.09970698287786e-13,"7","ADA"
4.67284012451361e-18,0.866421338288032,0.354,0.196,1.15979891890428e-13,"7","STIM1"
5.05733687976137e-18,0.965978749365064,0.29,0.149,1.25523101355677e-13,"7","RBM10"
5.43722485870938e-18,1.00850902095767,0.254,0.123,1.34951920993167e-13,"7","DDX23"
6.33507208540738e-18,0.977722183474782,0.288,0.148,1.57236489159811e-13,"7","TSR2"
6.68902902342059e-18,0.630534006167293,0.497,0.314,1.66021700361299e-13,"7","PRKCB"
8.84398943446002e-18,0.823375863973094,0.401,0.239,2.19507817763298e-13,"7","PDAP1"
1.01996513063426e-17,0.772378370944842,0.405,0.241,2.53155345423422e-13,"7","PUM2"
1.06722274429841e-17,0.946843771076271,0.342,0.189,2.64884685134866e-13,"7","SDF2L1"
1.07644820438039e-17,1.02734218297143,0.27,0.137,2.67174444327213e-13,"7","RBBP8"
1.30282918656611e-17,0.975325218861173,0.313,0.17,3.23362204105709e-13,"7","ELAVL1"
1.4003199120901e-17,0.602430125721751,0.648,0.478,3.47559402180762e-13,"7","C19H19orf43"
1.40233316808538e-17,0.785696830335022,0.395,0.231,3.48059092318792e-13,"7","SBNO1"
1.61793631360073e-17,0.812954081570994,0.405,0.239,4.01571793035701e-13,"7","ARRB2"
1.62979903217093e-17,0.955856932805395,0.297,0.156,4.04516119784825e-13,"7","SUMO3"
1.98153588663231e-17,0.895523223537288,0.401,0.242,4.91817207062139e-13,"7","METAP2"
2.26255266180564e-17,1.0792534507584,0.274,0.141,5.61565570660161e-13,"7","SLC25A11"
2.55281717621368e-17,0.995813312847647,0.303,0.163,6.33609223136236e-13,"7","ZC3H18"
3.27345273248259e-17,0.292027076018551,0.943,0.883,8.12470968202179e-13,"7","RPS3"
3.29968514998822e-17,0.677911445137588,0.509,0.342,8.18981854227076e-13,"7","EIF4H"
3.65858983770293e-17,0.761591341740687,0.472,0.311,9.08061997717868e-13,"7","TXNL4A"
3.82769228962327e-17,0.633363553802734,0.262,0.124,9.50033226284495e-13,"7","CD27"
